Year,Movie,Poster_URL,Genre,TMDb_Rating,TMDb_Vote_Count,Popularity_Score,Release_Date,Runtime_Minutes,Box_Office_USD,Director,Primary_Studio_or_Platform,Overview
2011,Christmas Magic,https://image.tmdb.org/t/p/w500/xPtGTM8ZAKrtKT2xnEy3b7FO5R8.jpg,"TV Movie, Family, Fantasy",6.4,45,1.4209,2011-12-11,90,0,John Bradshaw,Chesler/Perlmutter Productions,"Carrie Bishop, a successful event planner in New York City, is left unconscious after a car accident. In order to ""pass over"" to Heaven, she must help Scott Walker and his daughter Abby save their restaurant and find their Christmas spirit."
2026,O Little Christmas Market,https://image.tmdb.org/t/p/w500/vvzxrf3eCDJDCUJUDIimMTBAEax.jpg,"Comedy, Romance, TV Movie",3.0,1,1.4755,2026-07-11,84,0,Mars Horodyski,"Vortex Productions, Hallmark Entertainment",An artist's fights to saves her town's beloved Christmas market from a developer but a budding romance with the architect tied to the deal may help bring about a Christmas miracle.
2024,Alex Edelman: Just for Us,https://image.tmdb.org/t/p/w500/kUFBY1vF4sCHVTv1Oy9s23269Or.jpg,Comedy,7.632,19,1.6809,2024-04-06,91,0,Alex Timbers,Above Average,"In the wake of a string of anti-Semitic threats pointed in his direction online, Edelman decides to go straight to the source; specifically, Queens, where he covertly attends a meeting of White Nationalists and comes face-to-face with the people behind the keyboards."
2006,Home by Christmas,https://image.tmdb.org/t/p/w500/zcXtTmUnSRR8XayKdDe4gQAwmAL.jpg,"Drama, Family, TV Movie",5.9,18,1.5793,2006-12-25,95,0,Gail Harvey,Lifetime,"Julia Bedford is a homemaker who's left with next to nothing after a divorce. When Julia finds herself homeless, she begins her comeback and discovers what is really valuable in life."
2017,Wrapped Up In Christmas,https://image.tmdb.org/t/p/w500/7dPapd7HBDKwd7OyQ6pLWaGgVuk.jpg,"Romance, TV Movie",6.8,35,1.7787,2017-11-25,95,0,Peter Sullivan,"ARO Entertainment, Mayor Entertainment, Lifetime","With Christmas just around the corner, 8-year-old Molly asks the mall Santa to find a boyfriend for her beloved aunt."
2023,A Very Demi Holiday Special,https://image.tmdb.org/t/p/w500/iZNkyVqMxleETmygvFg4Sf9irCw.jpg,Music,6.125,4,1.3902,2023-12-08,60,0,Joe DeMaio,OBB Pictures,"A heartwarming, captivating special featuring music and plenty of out-of-this-world surprises, A VERY DEMI HOLIDAY SPECIAL will fill your home and heart with a very Demi twist on the festive spirit. Demi has invited some of her friends to help her celebrate the holidays."
2018,Homegrown Christmas,https://image.tmdb.org/t/p/w500/gLOWs1LyouP7ysSLUkDqMNGlYRb.jpg,"Drama, TV Movie, Romance",4.833,38,1.945,2018-12-08,90,0,Mel Damski,"Emerald Bay Entertainment, Motion Picture Corporation of America, Axelrod-Ett Productions","After stepping down as CEO of her dream job, Maddie heads home for the holidays to gain perspective. She finds herself running into her old high school sweetheart Carter, and tensions quickly arise. When forced to put together a Christmas dance for the local high school, Carter and Maddie find themselves putting their differences aside and rediscover what made them fall in love all those years ago."
2022,A Miracle Before Christmas,https://image.tmdb.org/t/p/w500/d1Jd2JRzHZHN1tXOqeI60t1y3mX.jpg,"TV Movie, Comedy, Drama, Romance",5.4,7,1.573,2022-12-08,90,0,LazRael Lison,"Summer House Pictures, Black Bench Productions","With a little help from an angel, Mercedes Wright, a fast-talking popular relationship therapist with all the answers when it comes to fixing everyone else's marriage, must now use the magic of Christmas to find the secret to save her own."
2020,The Christmas Listing,https://image.tmdb.org/t/p/w500/mwOX89ifT59zq9lHu4JOIFk4ZIu.jpg,"Romance, Drama",6.579,19,1.4425,2020-11-30,80,0,Elizabeth Snoderly,"G It's Entertainment, Love Christmas Films, Nicely Entertainment","Julia Rogers is an uptight, hardworking realty owner who has lost her Christmas spirit. She will have to spend five days at a Christmas Inn with her business competitor, Chad Everest, in order to win over the badly needed listing of the Erickson Farmstead. While competing to win the listing, Julia and Chad discover that they have more in common than they thought."
2019,Carol of the Bells,https://image.tmdb.org/t/p/w500/aX54mpgTRRQ8rFyhV49JgaR2rG9.jpg,Drama,6.0,1,1.3639,2019-10-19,100,0,Joey Travolta,,"A young man with a troubled past seeks out his biological mother. His world is turned upside down upon discovering that she is developmentally disabled. Unable to work through this new discovery on his own, the man's wife takes matters into her own hands forcing her husband to face the truth and heal the past."
1989,Babycakes,https://image.tmdb.org/t/p/w500/3syVZy2rYNGki4olaAlkN7rhzDZ.jpg,"Comedy, Drama, Romance",7.05,40,1.5031,1989-02-14,94,0,Paul Schneider,"ACI, Pearson Television International, The Konigsberg/Sanitsky Company","Grace is an overweight mortuary cosmetician who falls in love with Rob, a handsome subway train conductor who doesn't even know she exists. When she finally devises a way to meet him, they discover that although they are physically different, they have a lot more in common than they think."
2007,The Family Holiday,https://image.tmdb.org/t/p/w500/2iY4sfCcBhdg8rqfEixG5WQHpAY.jpg,"Family, Comedy, Romance",5.9,25,1.4669,2007-12-04,90,0,Craig Clyde,,"A selfish con-man must show that he can be a family man to inherit his uncle's estate. As he tries to set up his scam family, he realizes that he really wants to have a one."
2002,Santa vs. the Snowman,https://image.tmdb.org/t/p/w500/y2xHNOeqsP0V6zi5KVAocBoQZwI.jpg,"Animation, Comedy, Family",7.7,6,1.2118,2002-11-01,32,0,John A. Davis,"DNA Productions, O Entertainment","A lonely snowman finds Santa's workshop. But when he sets off the perimeter alarms and is chased away, he wonders why he couldn't be Santa and get all the love and fun this year. With the aid of ""Snow Minions Made Easy"", he pits his snow army against Santa's elves and captures Santa. But can he really do Santa's job?"
2000,Once Upon A Christmas,https://image.tmdb.org/t/p/w500/qdaqtHFvvE3U2NEgyXDF9QfV5yW.jpg,"TV Movie, Family, Comedy, Fantasy",5.806,18,1.845,2000-12-10,90,0,Tibor Takács,"Ardent Productions, Paramount Pictures",The daughter of Santa Claus vows to transform a single father and his spoiled children to prove that the spirit of Christmas exists.
2023,Merry Magic Christmas,https://image.tmdb.org/t/p/w500/3Y8HAZSutfIP3jcLJBEonz7n0te.jpg,"TV Movie, Comedy, Romance",4.25,8,1.4987,2023-12-10,90,0,Aubrey Arnason,"Reel One Entertainment, Champlain Media","As Christmas nears, a financial advisor starts seeing a recurring number: 624. It’s the time she wakes, an address, the change at a Christmas shop. She’s told the number is from a Christmas angel to help make her heart’s secret wish come true. A numbers person, she calls it a statistical coincidence. But when she discovers the number’s meaning, she finds love."
2005,The Christmas Blessing,https://image.tmdb.org/t/p/w500/d3Hi43VP3NpJB9oiLQgAH9ykjQj.jpg,"Drama, Family, Romance, TV Movie",6.077,26,1.436,2005-12-18,120,0,Karen Arthur,,"Nathan Andrews is all grown up. As a young doctor, Nathan finds himself questioning his career choice, so he goes to his hometown to soul search and reconnect with his father. Once home, a blossoming romance with teacher Megan Sullivan and a fast friendship with student Charlie Bennett teach Nathan to live life in the moment and embrace the time he has with friends and family."
2016,A Christmas to Remember,https://image.tmdb.org/t/p/w500/xpOZBdq1bFf6nBSilkfLrtjhNL0.jpg,"Romance, TV Movie",6.0,78,2.1189,2016-12-18,84,0,David Weaver,"Timeless Pictures, Lighthouse Pictures, Storybox Entertainment","A harsh TV personality, Jennifer, needs a break from her own life, so she hops into a car and drives to a small town mountain retreat. On her way there a blizzard veers off the road and she crashes. When she comes to she has complete amnesia and a friendly passerby takes her in. As time passes she still doesn’t remember who she is and the friendly passerby, a widower himself with three kids, assimilates her into his family. But as she slowly starts remembering who she is, she prefers the new life she’s built in the small town."
2020,Christmas with a Crown,https://image.tmdb.org/t/p/w500/h6ysmPFNUZhng7fEpcoEedJIWhn.jpg,"TV Movie, Romance, Drama",5.6,26,1.4577,2020-12-12,88,0,Dylan Pearce,"Northern Gateway Films, Lifetime","When a successful woman returns to her hometown to revive her family's Christmas festival, she meets a dashing stranger who's volunteered to help organize the event. Sparks begin to fly between them, but little does she know that he's really a prince in disguise, longing to find the true spirit of the holidays. It will take a Christmas miracle of royal proportions for their hearts to meet as one."
2000,Thomas & Friends: Thomas' Christmas Wonderland and Other Thomas Adventures,https://image.tmdb.org/t/p/w500/qHJi33I08qZPnYl6vP1zecCr0RE.jpg,Family,10.0,1,1.6315,2000-09-26,31,0,David Mitton,Anchor Bay Entertainment,"Thomas and his friends would like to wish all of you a very Merry Christmas. In this special collection of both new stories and seasonal favorites, you'll experience first hand the joy and magic the holiday season brings to the Island of Sodor. In the all-new story ""Snow"", join in on the fun as Rusty tells the story of when Skarloey was up to his funnel in snow. Cheer on Thomas, Harold, Percy, and Terence as they shovel out stranded villagers just in time for Christmas, and the help the engines find Thomas just in the nick of time for the big Yuletide celebration. Happy Holidays!!!"
2012,Help for the Holidays,https://image.tmdb.org/t/p/w500/pXKUeppxOmRIgL2Qyt7tIKrNQUA.jpg,"Family, Fantasy, TV Movie",6.112,67,1.9807,2012-12-09,84,0,Bradford May,"Larry Levinson Productions, PixL Entertainment, Ashton Productions","Although she loves Christmas, Santa’s elf Christine (Summer Glau) wonders if there could be more to life than making toys in the North Pole. When Santa receives an emergency wish from a little boy in Los Angeles, he puts Christine on a special assignment, sending her to L.A. to give the VanCamp family—mom Sara (Eva La Rue), dad Scott (Dan Gauthier), and their two kids Ally (Izabela Vidovic) and Will (Mason Cook)—a holiday wake-up call. Will Christine fail her assignment and be sent back to the North Pole for good, or will the VanCamps come to their senses about the meaning of Christmas?"
2018,The Truth About Christmas,https://image.tmdb.org/t/p/w500/svt6WDXtgiXU9W1qnIpSO8dAvYX.jpg,"TV Movie, Drama, Comedy",4.804,28,1.5878,2018-11-25,120,0,Jay Karas,Freeform Studios,"Jillian, a successful political consultant whose next big project is the upcoming mayoral campaign for her boyfriend, is on the way to meet George’s family for the first time. After an unusual confrontation with a toy store Santa, Jillian can’t stop herself from wildly spilling the truth. Jillian must find a way to make it stop before her holidays, her job and her relationship are ruined."
2019,A Christmas Duet,https://image.tmdb.org/t/p/w500/b3zMgAU9hppKmInnQgsmWUqaNqt.jpg,"Romance, TV Movie",6.2,26,1.2073,2019-11-25,80,0,Catherine Cyran,,"Former couple and pop music duo Averie and Jesse unexpectedly reunite at her inn during the holidays. As they spend time together, they rediscover long-buried feelings and must decide if they are meant to live their lives solo or in harmony together."
2012,A Golden Christmas 3,https://image.tmdb.org/t/p/w500/q6VCRCPYpOvoLh4noG5OWbCrNts.jpg,"Family, Comedy, Romance",5.276,49,1.5873,2012-12-22,90,0,Michael Feifer,,"Heather is a charming free spirit whose self-absorbed fiancé Roger never seems to hear a word that comes out of her mouth. Bobby is a naval officer who comes home from serving overseas, looking to start a new chapter in his life. Both Heather and Bobby long to meet someone who makes them feel like they are at home in this world, but they are starting to doubt that person exists. Thanks to two Golden Retrievers, Bobby's spirited eleven-year-old niece Myra, and a fun-filled theatre production of 'A Christmas Carol,' these two unlucky and unlikely people end up falling in love at Christmas. But can they overcome the issues of their past and present in order to build a future together?"
2021,It Takes a Christmas Village,https://image.tmdb.org/t/p/w500/17YspyCSIiuoNxMcavjhYovMwEn.jpg,"Romance, Comedy, TV Movie",6.567,15,1.5263,2021-12-04,84,0,Corey Sevier,"Vortex Productions, Lifetime","When construction on Main Street threatens to put the town's shops out of business, mayor Alex Foster decides to throw a Christmas market to boost sales. To do it though, she'll have to convince the reclusive Darcy Hawkins to host it at his family's old mill, bringing up old family feuds and sparking romance in the process."
2022,In Merry Measure,https://image.tmdb.org/t/p/w500/g36Apd5ESbHm4mXoHX3lA58OB92.jpg,"TV Movie, Comedy, Drama, Romance",6.7,15,1.4522,2022-11-12,84,0,Paula Elle,Front Street Pictures,"When pop star Darcy returns home to spend Christmas with her sister and niece, she unexpectedly finds herself coaching the high school choir with her onetime rival, Adam."
2016,A Perfect Christmas,https://image.tmdb.org/t/p/w500/bsMoah6BOPoygMY3lHn3raSjMLy.jpg,"Comedy, Family, Romance, TV Movie",5.3,46,1.6958,2016-07-16,84,0,Brian K. Roberts,,"Steve and Cynthia are a newlywed couple celebrating their first Christmas together. They invite their families to join them for the holidays, but when Steve is laid off just before Christmas and Cynthia discovers she's pregnant, they both keep their news secret in hopes that the celebration runs smoothly."
2017,A Very Merry Toy Store,https://image.tmdb.org/t/p/w500/uKnRZ02JMWI0gkXpFPhDNfhr4io.jpg,"Family, Romance, TV Movie",6.315,64,1.54,2017-11-26,90,0,Paula Hart,"Synthetic Cinema International, Hartbreak Films",Two rival toy shop owners reluctantly join forces when an unscrupulous toy magnate opens a box store in their town.
2021,A Christmas Dance Reunion,https://image.tmdb.org/t/p/w500/oKycEWDtxpGYqwHEIE8lRWCoiLd.jpg,"Romance, TV Movie",6.0,16,1.5781,2021-12-03,85,0,Brian Herzlinger,"Brain Power Studio, Off Camera Entertainment, Lifetime","Lucy Mortimer, a successful attorney who returns with her mum to their old Christmas getaway - the Winterleigh Resort - which is on the brink of closing down for good. Much to her surprise, Lucy is reunited with her childhood Christmas dance partner Barrett Brewster and the pair give the resort a new lease of life as the passion between them heats up."
2015,Angels in the Snow,https://image.tmdb.org/t/p/w500/qmMahviTDwv6uRehlGxWNbTuoOc.jpg,"Drama, Family, TV Movie",6.434,53,1.4677,2015-11-22,90,0,George Erschbamer,"Odyssey Media, MarVista Entertainment","In Angels in the Snow, the affluent, yet troubled Montgomery family hits the road for a special Christmas in the mountains."
2025,Lost & Found in Cleveland,https://image.tmdb.org/t/p/w500/8PTHdPaIydK7215fC8VXp7Wulma.jpg,"Drama, Comedy",5.0,2,1.7722,2025-11-07,123,0,Keith Gerchak,"Double G Films, Impossible Dream Entertainment, Fifth Season","A slice of life set over a 24-hour period that follows the personal odysseys of five very different people, whose lives intertwine when America’s favorite televised antiques appraisal show comes to Cleveland, ""the best location in the nation""."
2020,Christmas on the Menu,https://image.tmdb.org/t/p/w500/998E0DvDcK3kGO3IJT4WmUVA1Rt.jpg,"Romance, TV Movie, Comedy",5.292,24,1.6706,2020-12-18,80,0,Jake Helgren,"The Ninth House, Nicely Entertainment, Lifetime","Josie Jennings a celebrated, romantic, 35-year old chef in the city heads home to spend the holidays at the quaint, magical bed and breakfast where she grew up, and where her mother Shannon has just opened a new restaurant. Famous food critic Tanner Rhodes, who has given Josie harsh reviews in the past, comes to town to review the new restaurant and Josie’s Christmas Cuisine. As the holidays unfold, Josie and Tanner get to know each other better, and a romance soon begins to blossom but will Tanner find a way to right his wrongs, write a rave review for the bistro’s delicious cuisine, and win Josie’s heart by Christmas Eve?"
2025,Pharmacies,https://image.tmdb.org/t/p/w500/kAy1qdhuJwgtemaoqk1R6nNL7mZ.jpg,"Comedy, Drama",10.0,2,1.403,2025-08-26,25,0,Martín Montellano,"Centro de Capacitación Cinematográfica (CCC), Honey Bastards","During Christmas Eve, Dr. Tere tries to get to her daughter's house for dinner, but her plans are frustrated by numerous insufferable patients and an unexpected stomachache."
2022,Merry Textmas,https://image.tmdb.org/t/p/w500/jlyw6b6kUTXKyD6lf5aGqqOdV8p.jpg,"TV Movie, Comedy, Drama, Romance",5.5,6,1.4928,2022-12-04,85,0,Alba Gil,Lifetime,"Gaby Diaz, an app developer from Austin, Texas, and the last unmarried sibling in her family, heads to her abuela’s house in Oaxaca, Mexico, for the holidays. When she accidentally adds Alex Alvarada, a graphic designer who’s lost touch with his own Mexican roots, to the family group chat, her family invites him to come along for the holidays."
2016,Heaven Sent,https://image.tmdb.org/t/p/w500/dhLWpNK1taCXWRLQopU8mXN41Z4.jpg,"Romance, Drama, TV Movie",6.5,40,1.6509,2016-12-03,85,0,Michael Landon Jr.,Cantina Filmworks,"As Christmas approaches, the end is near for Billy and Marie's marriage until an eight-year-old runaway angel from heaven takes it upon herself to rekindle the love they once shared."
2022,The Christmas Games,https://image.tmdb.org/t/p/w500/tsF67uKoerYgnevLej5Vo9xlGF8.jpg,Comedy,6.8,12,1.6313,2022-12-09,0,0,Salvador Suárez Obregón,MarVista Entertainment,
2021,Christmas Sail,https://image.tmdb.org/t/p/w500/l1hEbHfFI4UCW3X5MBtommRcOcQ.jpg,"Comedy, Romance, TV Movie, Drama",5.7,21,1.4406,2021-10-31,84,0,Stacey N. Harding,"Hallmark Media, Principle Productions, Lighthouse Pictures","When Liz returns home to take care of her estranged father, she is determined to give her daughter a perfect Christmas and reconnects with her best friend."
2011,Jingle All the Way,https://image.tmdb.org/t/p/w500/x4kgOZ3OAhwORbYhJRHlY3iy1rC.jpg,"Animation, Family",6.0,7,1.3447,2011-11-25,22,0,Chel White,Bent Image Lab,"A spirited Husky puppy looking for a home at a Christmas tree farm instantly bonds with a young boy visiting with his parents. As the boy rides away, unable to keep him, the pup escapes and embarks on a snowy journey to find his friend again."
2024,Bad Tidings,https://image.tmdb.org/t/p/w500/65uHWcpxDkIw6wpOyTVmFxEPWvL.jpg,"Comedy, TV Movie",6.5,22,1.572,2024-12-22,80,0,Tim Kirkby,Sky Studios,"Grumpy home-security expert Neil feuds with his neighbour Scott, who insists on keeping his Christmas lights illuminated all year round. Their tit-for-tat argument culminates in Neil triggering a power cut across the entire street on Christmas Eve. But when the local crime family decide to rob every house on the street that night, the pair must set aside their differences to defeat them."
2005,Snow Wonder,https://image.tmdb.org/t/p/w500/ndCoBjEnIs5jSYtqdsFf4pRW2hk.jpg,"Family, Drama",5.5,16,1.6847,2005-11-20,84,0,Peter Werner,,A suspiciously magical Christmas Eve snowstorm blows some small miracles into the lives of people around the country.
2021,My Dad is a Santa,https://image.tmdb.org/t/p/w500/vSZgLUnAhtBwYcGjW3FDZ7oqURO.jpg,"Family, Comedy",2.0,1,1.4673,2021-11-18,97,0,Daniel Moreno,"Infinito Films, La Media Docena","A recently divorced dad loses his job and must take care of his daughter and try to keep in her the illusion of Christmas so he accepts a job as ""Santa"" in a toy store. The story unfolds full of fun and emotional moments for the enjoyment of the whole family."
2019,Two Turtle Doves,https://image.tmdb.org/t/p/w500/ayz1EFvswh1C3FyjOCI1KSHoXIj.jpg,"Drama, Family, Romance, TV Movie",6.9,32,1.1725,2019-11-01,90,0,Lesley Demetriades,,"Dr. Sharon Hayes searches for a beloved family heirloom in a small Christmas town. When she unexpectedly discovers an adorable little girl and her disheartened father, she realizes that Christmas miracles really do happen."
2016,Looks Like Christmas,https://image.tmdb.org/t/p/w500/mekjG3Ev970kJmmWRs7kYTxAvom.jpg,"TV Movie, Comedy, Romance",5.3,35,1.7214,2016-12-04,84,0,Terry Ingram,"Carol And Company, Front Street Pictures","When two type-A single parents battle it out for control of the Christmas holiday at their kid’s middle school, they get more than they bargained for when they learn a little something about the true meaning of Christmas, while opening themselves up for the possibility of a new romance."
2018,Christmas Lost and Found,https://image.tmdb.org/t/p/w500/sA0K2xfbJao3lLRe92RMh9zNBLL.jpg,"Comedy, Drama, Family, TV Movie",5.7,16,1.5391,2018-12-07,90,0,Michael M. Scott,"Stephanie Germain Productions, Lifetime, Front Street Pictures","After years of missing family gatherings, New York City event planner Whitney Kennison (Tiya Sircar) is off to Chicago to spend Christmas with Grandma Frances (Diane Ladd). Excited that her granddaughter is finally home for the holidays, Frances decides to bestow Whitney with the precious Kennison family Christmas ornaments. But when Whitney mistakenly throws out the box of ornaments, Grandma Frances must stealthily devise a fun Christmas scavenger hunt to remind Whitney what the holiday is all about. It’s a race against time as Whitney reclaims the family ornaments, finds romance and learns the lesson Grandma Frances imparts."
2023,The Christmas Classic,https://image.tmdb.org/t/p/w500/32LCCNLr7QHXkzQkT33ZxYhYa0d.jpg,"Comedy, Romance",5.143,14,1.8185,2023-11-03,86,0,Shane Dax Taylor,"Highland Film Group, BondIt Media Capital, Taylor & Dodge","Elizabeth travels back to her hometown during the holiday season to convince an old classmate, Randy, to sell his ski resort to her future father-in-law's real estate firm in order to keep her job. Randy agrees to sell, but only if she can win the town’s annual winter challenge, which includes outrageous and fun ski events. Aggravating her plans further, she must face off against the perennial champion, her estranged sister Lynn, now more determined than ever to ‘out-sleigh’ her rivals!"
2024,Holiday Touchdown: A Chiefs Love Story,https://image.tmdb.org/t/p/w500/8LiR0eSpagTqq4ZSG2p4MnqJZNC.jpg,"Romance, TV Movie",6.788,33,1.9655,2024-11-30,84,0,John Putch,"Skydance Sports, NFL Films","Alana Higman, a die-hard Kansas City Chiefs fan, and her family are competing to win the team's Fan of the Year contest, in a process judged by the director of fan engagement Derrick. As the pair spends time together, it's clear there's a spark between them. But when her grandfather's vintage Chiefs good luck winter hat goes missing, Alana begins to doubt everything she believed about fate, destiny and even questions her future with Derrick."
2025,"Merry Christmas, Ted Cooper!",https://image.tmdb.org/t/p/w500/cdPfcMltESmaYukwnDqvDcqEJUF.jpg,"Romance, Comedy, TV Movie",7.324,18,1.7556,2025-10-25,84,0,Jason Bourque,"BRB Ted Cooper Productions ULC, Studio BRB, FOX Entertainment Studios","A Christmas-loving weatherman has had a tough year; upon returning to his hometown, he bumps into a former teacher who always cheered him on, and his former crush — and things start to look up."
2020,Chateau Christmas,https://image.tmdb.org/t/p/w500/6ZgaL0HewMSMlvV6FHXG7VwtTMe.jpg,"Romance, TV Movie",6.16,50,1.4327,2020-10-25,84,0,Michael Robison,"Hallmark Media, Two 4 The Money Media","Margot, a world-renowned pianist, returns to Chateau Newhaus to spend the holidays with her family and is reunited with an ex who helps her rediscover her passion for music."
2004,The Trailer Park Boys Xmas Special,https://image.tmdb.org/t/p/w500/fta1ZO9uLsFPgEMPDcgUf2PFxKI.jpg,"Comedy, TV Movie",6.86,57,1.4003,2004-12-12,57,0,Mike Clattenburg,,"In this holiday prequel, it’s 1997 and Sunnyvale Trailer Park is getting ready for the holiday season. Julian’s got a great idea to make money this Christmas, Ricky gets confused between God and Santa, and Bubbles tries to get the Boys together for an annual Christmas bonfire.  Meanwhile, Mr. Lahey is thrilled because Christmas is the only day of the year that his wife Barb allows him to have a few drinks. Directed by series creator Mike Clattenburg, this hour-long special takes place before Jamie was J-Roc, before Randy and Lahey were a couple, and before the Shitmobile was missing a door."
2003,Secret Santa,https://image.tmdb.org/t/p/w500/kgQjJ44KEtxMmfYgChe8JIPQxG6.jpg,"TV Movie, Family, Romance",5.1,20,1.3145,2003-12-14,120,0,Ian Barry,,"Newspaper reporter Rebecca Chandler, who feels she got no fair chance to prove her worth in her thee years career, looks forward to a Hawaian holiday with her fiancé Ryan, but instead of a ring he brings her- walking orders, he found better. So she accepts again to be the bachelor on duty in the Christmas season, and write the annual romantic non-news feel good-story, once more about the elusive Secret Santa in small-town Hamden, where the Christmas spirit it said to last all year. Bad luck follows her from Indianapolis: her car breaks down, she can only get lodgings in a home for the elderly without Internet, and nobody wants to help her unmask the secret Santa. Soon she guesses it must be the only rich philanthropist, but the popular Mr. John Martin Carter doesn't grant her an interview and isn't tricked either, in fact meets her at the worst repeatedly without her knowing him..."
2009,December,https://image.tmdb.org/t/p/w500/e9g0zdXBeMTJ3P7VQMq5I7QIrZD.jpg,Drama,5.0,1,1.4552,2009-11-06,91,0,Hilmar Oddsson,Ljosband Filmworks,"December is a present-day tale set in Reykjavik during the holiday season. Jonni (Tomas Lemarquis) returns to Iceland to spend Christmas with his family and to record an album with his old (one-hit-wonder) band. He soon finds out that circumstances in his family have changed dramatically and his friends have moved on. We follow Jonni as he deals with this blunt new reality.  Tomas Lemarquis, the star of Noi the Albino, plays Jonni, a musician who after a long time living abroad returns to home Iceland to spend Christmas with his family and record an album with his old (one-hit-wonder) band. He soon finds out that family circumstances have changed dramatically and that his friends have moved on. Dealing with this blunt new reality, Jonni also has to wrestle with the reigniting of an old flame, as he helps his family make Christmas merry in spite of everything."
2012,Finding Mrs. Claus,https://image.tmdb.org/t/p/w500/sQrrdqU9lLuYC1cSZoVjTTwecxe.jpg,"Comedy, Romance, TV Movie",5.6,40,1.636,2012-12-02,89,0,Mark Jean,"Foxfield Entertainment, Pitchblack Pictures, Lighthouse Pictures","When Mrs. Claus feels neglected by her less than attentive husband, she goes to Las Vegas to help a little girl with her Christmas wish. But when Santa finds out and follows her to Sin City to make amends, he puts Christmas at risk when things don't go quite as he planned."
2022,A Christmas to Treasure,https://image.tmdb.org/t/p/w500/gOMtNaxw1vtkXN0iOz6pxS55tVg.jpg,"TV Movie, Comedy, Romance",4.857,21,1.6018,2022-12-16,90,0,Jake Helgren,"The Ninth House, Nicely Entertainment","The passing of a beloved old neighbor reunites six friends for a hometown holiday treasure hunt, where sparks fly once again between brand strategist Austin and his former best friend Everett."
2020,Heart of the Holidays,https://image.tmdb.org/t/p/w500/c6gsHd757ghfcZHpR9RjzYz2vBp.jpg,"TV Movie, Romance",6.38,25,1.5429,2020-11-23,85,0,Corey Sevier,Vortex Words + Pictures,"After her life in New York unexpectedly falls apart, powerhouse stockbroker Sam Wallace returns to her small town for the holidays and reconnects with her high school sweetheart who helps reignite her humanitarian spirit just in time to help their community on Christmas."
2020,Christmas in Vienna,https://image.tmdb.org/t/p/w500/cRKI2spqkQ90X67IVW9SpoU8vqw.jpg,"Romance, Drama, TV Movie",6.4,32,1.5494,2020-11-14,90,0,Maclain Nelson,"Vienna Christmas, Inc., JewelLabs Pictures","Jess, a concert violinist whose heart just isn’t in it anymore, goes to Vienna for a performance. While there, she finds the inspiration she has been missing, and a new love."
1999,One Special Night,https://image.tmdb.org/t/p/w500/uf3RuZlGZ5YxbvPZnuXycr8PXv8.jpg,"Drama, Romance, TV Movie",6.8,24,1.5041,1999-11-28,92,0,Roger Young,Hallmark Entertainment,"Builder Robert is visiting his ailing wife in a nursing home and is having problems getting a taxi home due to an intense snow storm. One of the doctors, Katherine offers him a lift home however their car gets stuck and they have to spend the night in an empty cabin nearby. They talk and bond, but afterwards seem to have difficulty beginning a relationship."
2022,Single and Ready to Jingle,https://image.tmdb.org/t/p/w500/t9Up191jgPpr54wy5rEZLJs8RBz.jpg,"TV Movie, Comedy, Romance",6.233,30,1.5808,2022-11-27,90,0,Wendy Ord,"Champlain Media, Reel One Entertainment, CMW Lakeside Productions","Emma Warner feels like she lives Christmas year-round. As SVP at a toy company, she has had a great year with the season’s most successful toy but she is exhausted. All she wants is a non-holiday vacation with hot guys and a beach. Her assistant books her a flight to St. Johns but she ends up on the wrong plane and lands in St. Johns, Alaska, a town that goes all out for Christmas. Local holiday hero, Connor is stuck dealing with Emma who he considers a scrooge until her childhood Christmas memories thaw her to this town and to Connor."
2024,A Christmas Less Traveled,https://image.tmdb.org/t/p/w500/2b2LTimTlmpX3TeSDlitvt5JfvZ.jpg,"TV Movie, Comedy, Drama, Romance",6.455,22,1.4209,2024-11-16,84,0,Heather Hawthorn-Doyle,"Syrup Studios, Candy Rock Entertainment, Great American Media","“The Dine and Dash” diner has a stack of mounting unpaid bills, forcing its owner, Desi to sell her beloved, mint condition, cherry red 1964 Ford F-100, a gift from her deceased father. As Desi visits the vintage truck one last time, she discovers a recorded message from her dad on an old audio cassette. Desi’s Dad’s voice sends her and “Old Red” out to retrace her family’s most memorable moments one last time."
2018,Phantom Owl Forest,https://image.tmdb.org/t/p/w500/qx9cTMo1wQCu4YMsOthz7YisLK8.jpg,Family,7.4,11,1.5218,2018-12-07,90,0,Anu Aun,"Luxfilm, Kinosaurus Film",A 10-year old girl's Christmas plans take an unexpected turn after she is brought to a mysterious Estonian farm.
2013,My Santa,https://image.tmdb.org/t/p/w500/33bPoqn5OfkYHR3rZAdY904XBK6.jpg,"Family, Fantasy, Romance, TV Movie",5.2,42,1.5666,2013-11-29,84,0,Sam Irvin,MarVista Entertainment,"A young, single mother, Jen, begins to lose her faith in the magic of Christmas. However, when she takes her son Eric to see the local mall Santa, Jen immediately feels an attraction and connection with Chris, the young, attractive man filling the suit. As they begin spending time together, she begins to rediscover her belief in Christmas."
